blue_win,GoldDiff,MinionDiff,JgMinionDiff,LevelDiff,KillDiff,HeraldDiff,DragonDiff,TowersDiff
0,-4977,-88,-25,-0.6,-6,1,-2,-1
0,-503,1,7,-0.4,-4,0,-1,0
1,372,33,-20,-0.4,-1,1,2,1
0,-8120,-37,-23,-0.8,-13,-1,-1,-3
1,1790,27,-37,0.8,6,-1,0,0
1,-3486,-97,-4,-0.8,-2,1,1,0
0,-2123,25,4,0,-6,0,-1,-1
0,-2049,-67,-21,0.2,2,-1,-2,-1
1,4070,37,-15,0.2,3,-1,-1,2
0,2115,15,8,0.4,1,0,-1,0
0,-1731,-36,-37,-0.4,1,-1,1,-1
0,-14,48,-21,0.2,-1,0,-1,0
1,2490,24,-4,0,0,1,1,2
0,-4560,-72,0,-1.4,-7,1,2,-2
1,9986,97,38,1.4,9,1,2,3
0,-1411,-44,-22,-0.2,-4,1,2,0
0,-1176,1,-29,-0.4,2,0,-1,0
0,-5329,-42,-2,-0.6,-8,-1,-2,-1
1,-1527,-50,22,0.4,-2,1,-1,0
1,5925,53,28,0.8,6,-1,0,2
0,-2778,-16,4,-0.4,-4,0,-2,0
0,-6161,-30,-12,-0.6,-9,-1,-2,-2
0,-6995,-19,4,-0.8,-10,-1,-2,-2
1,45,45,-25,0,-1,-1,-2,1
1,5285,43,36,1,7,1,0,0
0,-178,-29,13,-0.2,-2,1,2,0
0,-2739,-102,2,0.2,2,1,-2,-1
0,-2794,32,15,-0.4,-9,1,-2,0
0,-3875,-6,-44,-0.2,-2,-1,-1,-1
0,898,-4,15,0,2,1,0,0
0,-6299,17,-4,-0.2,-10,-1,0,-1
1,2554,41,15,0.2,3,0,1,1
1,9218,76,52,1.2,14,-1,1,3
1,1866,-46,35,0.4,8,1,2,-1
0,-2966,-36,19,-0.2,-4,-1,0,-1
0,-6940,-102,-41,-1,-5,0,-1,-2
1,9733,81,25,0.8,9,-1,1,2
1,-4231,-19,-13,0,-4,0,2,-1
0,1348,-36,29,0.2,6,1,2,0
0,-468,-30,-7,0,3,1,2,-1
1,-3002,-53,-16,-0.2,-3,-1,0,-1
1,-4016,17,-2,-0.2,-6,0,-2,0
1,2721,15,-3,0.4,2,-1,1,1
1,821,-25,1,0.4,3,-1,0,-1
1,806,27,-30,0.4,3,-1,1,-1
1,5965,27,13,0,4,1,0,3
0,-1930,-11,-7,-0.2,-5,0,1,0
1,10916,12,42,1.6,15,1,2,3
1,2734,37,22,0.2,2,1,1,1
1,4190,35,5,0.6,8,-1,1,1
1,6879,38,4,0.8,14,-1,1,2
1,-2540,-49,15,0.2,0,-1,2,-2
0,-1769,-80,-36,-0.6,-2,1,-1,1
1,-249,-21,12,0,-2,0,-2,0
1,2205,60,31,0.4,1,-1,-2,0
1,-1760,10,-10,-0.4,0,-1,2,-1
0,-4741,-7,-5,-0.2,-5,0,-1,-2
0,-773,-28,-28,0,2,-1,-2,-1
0,-3355,-26,-5,-0.2,-5,-1,-2,-2
1,-862,68,-2,-0.2,-9,-1,-2,0
1,-1071,68,-23,0.6,2,1,-1,-1
0,-5138,-68,-33,-0.4,-7,1,-2,-1
1,1134,20,20,0.2,-3,0,2,1
1,37,-9,-24,-0.4,-1,1,0,1
1,270,59,7,0.4,-3,-1,0,0
0,2282,25,-16,0,3,1,2,1
1,2707,16,37,0.8,3,1,2,0
1,90,24,24,0.4,-2,0,2,0
0,487,-12,-3,0.2,1,1,-1,0
1,4387,60,0,0.8,7,-1,1,1
1,3510,-14,-20,0.2,10,-1,1,0
0,-4592,-35,1,-0.2,-5,-1,0,-3
1,-668,-97,-7,-0.4,5,0,1,0
0,-4020,-82,-13,-0.4,-5,1,1,0
1,2480,2,-16,0.2,3,-1,0,0
0,-3293,-45,-22,-0.6,-3,1,-2,-1
1,2890,46,0,0.4,3,1,-1,0
1,2193,22,-16,0.2,5,1,-1,0
1,-1078,62,-14,-0.4,-4,0,0,0
0,731,-28,-12,0,3,1,1,0
0,1196,-2,23,0.2,3,0,0,1
1,6635,67,13,1.4,12,1,1,1
1,3014,22,14,0.8,5,-1,0,0
0,4662,29,-5,0.4,6,1,-2,1
1,3161,-18,9,0.4,7,0,2,1
1,3212,23,-5,-0.2,3,1,2,1
1,1408,-19,7,0,3,1,2,0
1,4591,90,-9,0,2,1,2,1
1,999,-19,20,0.2,4,-1,-1,-1
0,-5182,-57,-30,-0.8,-7,1,-2,-1
0,-2694,39,-4,-0.6,-6,1,-2,-1
1,-40,7,-28,0,-2,-1,-1,1
0,-2084,-28,2,-0.4,-5,0,0,0
0,-5089,-130,-17,-1.2,0,-1,-1,-5
0,-4528,-63,-24,-0.4,-3,0,-1,-1
0,1625,41,-13,0,1,-1,-2,0
0,-1684,-9,-29,-0.4,-1,-1,-2,-2
0,-7960,-53,-30,-1.2,-9,1,-1,-2
0,-732,-7,16,-0.4,-3,-1,2,0
0,-3111,-44,-4,-0.4,-7,1,0,0
1,-2242,-57,-11,0.4,1,-1,0,-1
0,-4164,-42,2,0,-3,0,-1,0
0,-3397,-31,9,-0.6,-7,1,-1,-1
0,-1471,33,-22,-0.6,-1,-1,-1,0
1,-1225,-8,-27,0,-2,-1,-2,0
0,-3502,-30,13,-0.2,-5,1,1,1
1,1377,-46,8,0.2,2,1,0,1
1,7021,-7,8,0.6,15,1,2,2
0,-2566,-77,-13,-0.4,-2,1,-2,0
0,-419,-1,19,0,-2,-1,1,0
1,5427,22,-28,0.8,11,-1,-2,2
1,3052,47,-38,0.6,4,0,1,2
0,-1140,5,6,0.2,-5,1,-1,0
0,-7229,-103,-25,-0.8,-8,-1,-1,-2
0,4108,52,38,0.4,2,1,2,2
0,-1974,-60,-29,0,0,1,0,-2
0,-3667,-53,26,0,-7,0,2,-1
0,-9784,-5,-59,-1.2,-15,-1,-2,-2
0,-11613,-129,-24,-1.6,-10,-1,-2,-5
1,-2295,-23,-19,-0.4,-7,1,-2,0
1,-888,0,17,-0.2,-2,0,2,0
0,720,-30,18,0,-1,1,1,1
1,-2104,-20,7,-0.4,-5,1,-2,0
1,-5712,-21,-15,-0.6,-8,0,2,-2
0,-3949,-56,-3,-0.4,-8,0,-2,-1
0,-4951,-46,21,-0.4,-9,-1,0,0
0,-3298,-24,-20,-0.4,-2,0,0,-1
1,1019,9,5,0,-3,1,-2,1
0,316,42,9,0.4,-1,0,2,0
0,-4810,-30,-24,-0.6,-4,-1,-1,-3
0,-1044,-24,-11,-0.2,1,1,0,-1
1,2624,5,-8,0.6,7,-1,2,0
0,-4917,-62,1,-0.8,-7,-1,1,-1
1,3210,22,-9,-0.2,2,1,0,1
1,6880,39,10,0.6,11,1,2,2
0,-4050,-3,-31,-1,-9,1,0,0
1,5582,32,-54,0.4,9,0,0,2
0,1191,-2,38,0.4,3,1,2,0
1,4279,-25,2,0.2,2,0,0,1
1,-4117,3,-20,-0.6,-8,-1,-1,-1
1,2917,1,59,1.8,1,1,1,0
0,-2370,-19,0,0,0,-1,2,-1
0,-9026,-47,-65,-1,-8,-1,-2,-3
0,-1464,10,-22,0,-3,0,-1,0
1,3424,70,19,0.4,3,1,-2,2
1,3390,73,11,0.6,5,0,0,1
0,-4424,-44,-60,-1.4,0,0,-2,-2
1,-3258,-27,-16,0,-6,0,-1,-1
0,-887,19,-20,-0.6,-2,0,0,1
0,1436,31,20,0.6,4,0,0,-1
0,-5498,-73,7,-0.6,-6,0,0,-1
0,-5133,-88,-37,-1,-3,1,-2,-2
0,-441,-36,-4,0.2,-1,-1,2,0
1,-742,-9,-28,0,-1,1,-2,0
1,825,-12,-29,0,3,0,2,1
0,-2280,-73,-14,-0.4,2,-1,-2,-1
1,3481,41,-16,0.6,6,-1,0,1
1,5032,4,15,0.2,5,1,2,2
1,4187,43,2,0.8,2,1,1,1
1,4525,11,-37,0.2,10,1,1,1
0,-1432,-18,-49,-0.4,3,-1,-1,-1
1,1972,46,0,0.8,2,-1,1,0
0,-4942,-1,-56,-1,-3,-1,-2,-2
1,1276,32,-1,0.6,7,-1,1,-1
1,-3740,-5,-12,-0.4,-5,0,-1,-1
1,5539,-9,2,0.6,8,1,-1,1
1,355,-16,9,-0.2,0,-1,1,0
1,268,-6,-26,0,3,-1,1,0
0,-9835,-40,-61,-1.4,-10,-1,-2,-4
0,-883,-22,28,-0.6,-2,0,0,1
0,1716,4,-3,-0.2,1,1,1,1
0,-3716,-27,35,-0.4,-6,-1,1,-2
1,1823,-3,-28,-0.4,-3,1,-2,2
1,-21,43,-8,0.2,1,0,2,1
1,4055,-13,18,0.6,6,-1,1,2
0,-7998,-54,-52,-1.6,-10,-1,-1,-1
0,1152,-34,16,0.2,2,1,-1,0
0,5856,74,-18,0.2,11,-1,1,0
1,-1317,-37,9,0,-3,-1,-2,-1
1,-1461,-40,-27,0,0,1,0,0
1,1055,5,24,0,-1,-1,2,1
0,-6121,-32,-6,-1,-7,-1,1,-2
0,2365,-25,-17,0.2,2,1,-1,2
0,-5225,-46,17,0,-6,0,0,-1
0,-1279,-43,18,-0.6,-5,-1,0,0
0,4158,84,20,0.6,4,0,0,0
1,-1011,18,11,-0.4,-1,1,2,0
0,-4933,-33,-4,-1,-7,0,0,-1
0,1309,-17,18,0,7,1,-1,0
0,-4209,-31,-30,-0.6,-5,0,-2,-2
1,2013,36,-16,0.2,4,1,0,1
1,-42,5,-14,-0.2,2,1,2,0
0,-4339,-83,-8,-1,-6,1,-1,-1
1,-371,-25,-33,-0.4,4,-1,0,-1
1,3748,-2,1,0.6,6,-1,1,0
0,2690,-24,1,0.2,7,-1,0,1
1,-2654,-51,15,-0.6,-5,1,0,0
1,2956,5,17,0.2,-2,1,-2,2
0,-7133,-54,-10,-1,-8,-1,0,-2
1,75,0,-13,-0.2,2,1,-2,1
0,-190,-5,-12,0.2,0,-1,1,0
0,576,-31,-29,-0.6,2,1,-1,1
1,3438,2,11,0.6,9,1,2,0
0,-5893,-10,0,-0.4,-8,0,-1,-2
0,-2812,-38,4,-1,-9,-1,-2,-1
1,82,-31,-11,-0.2,3,1,-1,0
1,538,74,-35,0,1,-1,0,1
1,5277,10,8,0.6,9,-1,0,2
1,-5369,21,-13,-0.2,-10,-1,2,-1
0,237,10,11,0.2,-1,-1,0,0
0,1116,26,44,0.6,-2,1,1,1
0,857,15,4,0.2,0,0,-1,0
1,2168,38,13,0.4,2,0,2,0
1,3093,23,41,0.2,4,-1,2,0
1,2713,-2,24,0.8,4,-1,-1,0
0,-354,-44,-9,-0.4,2,1,2,0
0,-4226,-19,-35,-0.4,-3,-1,-1,-1
1,5068,35,27,0.4,4,1,2,2
1,-87,24,-1,-0.2,-5,0,-2,1
0,-7198,-85,-23,-0.8,-5,-1,0,-3
0,-2046,22,-23,0,-4,-1,0,-1
0,2348,49,19,0.6,0,1,-1,2
1,4726,23,0,0.6,8,-1,2,0
1,4446,31,32,1,7,1,0,1
0,-7534,-10,-9,-0.8,-12,-1,-1,-2
1,3189,43,30,0.6,1,1,-1,0
1,268,18,-20,0.2,-5,-1,-2,0
1,-1538,-13,-19,0.2,1,0,2,-1
1,4946,24,-7,0.8,10,0,0,0
1,-2204,19,-24,0,1,-1,0,-2
0,-2525,32,-32,-0.2,-4,-1,-2,-3
0,808,-39,0,-0.2,4,1,0,1
0,615,26,-32,-0.6,2,1,0,0
0,-7251,-28,0,-1.2,-8,0,0,-2
1,-1540,-1,-73,0.2,2,-1,-2,0
0,-6076,-54,-2,-0.4,-4,1,0,-2
1,5585,136,-3,0.6,4,1,-1,1
1,-3964,-28,-19,0,-1,-1,1,-4
0,-2139,-38,-9,-0.6,-3,0,1,0
0,-6599,-42,-21,-0.2,-8,-1,-2,-3
0,-9840,-48,-58,-1.2,-13,0,-2,-3
1,-2775,-53,2,-0.6,-4,1,0,-1
1,-2350,-26,-13,0.4,2,-1,0,-2
1,4157,-7,41,1,7,1,2,0
1,8348,61,54,1.2,7,1,-1,1
1,5096,26,0,0.4,8,1,2,2
0,-11320,-158,-44,-1.6,-9,-1,-2,-3
1,633,-70,2,0.4,2,0,1,1
1,437,27,-10,0.4,0,0,-2,0
1,4526,24,26,0.6,4,-1,1,1
1,843,-7,-23,0,6,0,-1,0
1,3395,-14,11,0.2,6,1,2,2
0,-5095,-83,-5,-1,-7,1,0,0
1,5513,4,-12,0.4,10,1,2,1
0,-4271,-43,27,-1,-7,1,0,-1
1,7757,60,1,1.8,10,-1,-2,4
0,-1791,-27,-3,-0.4,-4,-1,-2,0
0,-374,19,-6,-0.4,1,1,2,0
0,-542,-31,5,0,-1,1,2,-1
0,-3963,-23,44,-0.6,-8,1,2,-1
0,-10848,-52,-49,-1.4,-7,-1,-2,-4
1,3669,36,-22,0.6,5,1,0,2
1,-269,15,32,0.2,-4,0,0,0
0,-2349,-34,0,-0.6,-3,0,-1,-1
0,78,27,-5,0.6,1,-1,0,0
1,2383,1,10,0.8,2,1,-2,1
0,1481,-1,19,0,3,0,-2,1
1,7293,82,-12,1.2,8,0,1,2
0,-3845,-103,9,-0.6,-2,-1,-1,-2
0,-4458,-61,4,-0.6,-6,-1,-1,0
0,2812,4,9,0.4,5,1,-1,2
1,4354,23,24,0.6,1,-1,1,2
0,-6316,-26,-8,-0.4,-12,-1,-1,0
1,8963,18,19,1.2,18,0,1,2
1,2414,20,8,0.2,3,1,2,1
0,3430,22,25,0.4,1,1,-2,2
1,3409,74,4,0.2,3,0,0,1
0,-1536,-21,35,0.4,-5,1,0,-1
1,5683,11,0,0.8,11,1,2,2
1,6215,18,4,0.6,6,1,2,2
0,-6286,-16,-57,-1.2,-2,-1,-2,-2
1,7873,46,4,1.4,12,-1,1,2
0,-4619,6,-23,-0.4,-9,0,-1,-1
0,-2188,14,-13,-0.2,-1,0,1,-1
0,-5338,-46,23,-0.8,-8,-1,0,-1
0,203,11,-22,-0.6,2,1,-1,0
0,4666,0,1,0.6,10,0,1,0
1,470,0,-1,-0.6,-3,1,1,1
1,2987,9,24,0,1,-1,0,1
0,-1697,-34,-23,-0.6,-5,1,-1,1
1,3714,6,48,0.6,3,1,1,1
1,101,9,6,-0.2,-2,0,-1,0
1,-855,-31,4,0,0,1,-1,0
1,9137,22,28,1,12,1,2,2
0,-6977,-12,6,-0.6,-7,-1,-1,-2
1,8030,83,28,1,10,1,2,3
1,2898,34,25,0.8,5,-1,2,0
0,-4103,26,-23,-0.6,-9,0,0,-1
1,9912,68,19,1.2,13,1,0,5
0,-9103,-28,-16,-1.8,-10,-1,0,-3
0,-5881,-20,-29,-0.8,-8,-1,-2,0
1,-1691,13,-13,-0.4,-6,0,1,0
1,4003,53,-21,0.2,8,0,1,1
1,7702,92,33,1.4,12,0,2,2
1,2385,10,-4,0.2,2,0,-1,0
1,1751,18,42,0.6,2,-1,2,1
1,2972,-15,-8,0.8,6,1,0,1
0,-5267,33,29,-0.8,-9,-1,0,-2
0,394,-40,4,0.2,4,1,2,0
1,-1109,-18,-13,-0.4,-4,1,-1,0
1,-2193,-17,36,0,-2,1,2,-1
0,-9249,-87,-28,-1.2,-10,-1,-1,-2
1,-2791,-73,8,0,0,-1,2,-1
0,-668,26,4,-0.2,-4,1,-2,1
1,2576,-7,20,0.4,5,1,1,0
1,7755,43,18,0.4,7,1,1,4
0,-1427,29,-11,-1,-5,1,0,0
0,-5854,1,-20,-1.2,-14,0,-1,-1
1,-1118,-3,-20,-0.2,-5,1,0,0
0,1112,34,29,0.2,1,1,0,-1
1,-1067,-25,-12,0,-4,-1,0,0
1,6227,16,28,1,11,1,2,0
0,-2316,-54,-22,-0.8,-5,1,0,1
0,-4003,-26,2,-0.6,-7,1,-1,-1
0,225,47,-27,-0.2,-3,0,0,1
0,-9111,-76,-55,-0.8,-10,-1,0,-3
1,-2299,20,-26,-0.2,-5,-1,-2,-1
1,6235,45,0,0.2,11,1,2,1
1,8311,75,16,1.4,11,0,1,2
1,8862,67,-2,0.8,10,1,2,4
1,9083,57,29,1.4,14,0,1,1
1,5536,29,4,0.4,6,0,0,2
1,966,13,9,0.4,2,-1,2,-1
0,2037,62,-18,0.2,0,1,0,1
1,4543,22,41,0.6,7,1,2,2
1,-1114,-5,14,-0.4,-3,1,0,1
0,-2225,-5,-39,-0.4,-1,-1,-2,0
0,-2799,53,-11,-0.6,-8,1,0,1
1,-483,-5,-17,-0.2,-1,0,1,0
0,-3000,-5,4,-0.4,-3,-1,-1,-1
1,-3763,-114,-21,-0.8,1,0,1,-1
1,-363,-3,1,0,0,-1,0,0
0,-4023,-27,9,-0.2,-5,-1,0,-2
0,2963,3,18,0,1,0,-2,1
1,8891,37,-21,1.2,13,1,2,3
0,-3191,-27,-28,-0.2,-5,-1,0,-1
1,1599,32,-30,-0.4,2,1,-1,0
1,-160,27,-25,0,1,0,1,-1
1,7539,63,27,0.8,7,-1,2,3
0,-4854,15,-20,-0.4,-5,-1,-2,-2
1,1337,49,1,0.4,-2,0,-1,0
0,-7481,-73,0,-0.8,-8,1,-2,-3
0,-3996,-33,16,-0.4,-3,0,1,-1
1,4480,97,7,0.6,4,-1,-2,0
0,-6542,-48,-2,-1.2,-12,-1,0,0
0,-4171,-65,4,-0.4,-5,-1,0,-1
1,3833,80,24,0.4,4,1,-1,0
1,-1171,10,6,-0.4,-2,0,2,-1
1,4166,50,12,0.6,4,1,-1,1
1,2280,19,-9,0.4,4,0,0,1
1,795,29,0,0.4,-2,0,2,1
0,6630,36,15,0.4,5,1,-1,2
0,-1722,-11,6,-0.4,-3,1,0,-1
0,657,10,-20,-0.2,1,0,-2,0
0,-4352,-1,-29,-0.2,-5,-1,-1,-3
1,-492,25,-11,0.2,-3,1,-1,1
1,5374,75,8,0.8,8,-1,1,1
1,4204,-36,49,0.8,6,1,2,1
1,1998,40,-1,0.2,1,0,1,0
0,-5316,-46,-16,-1,-5,-1,-2,-3
0,929,14,4,-0.2,-2,1,-1,0
1,-832,46,-32,-0.4,-1,-1,-2,1
1,1644,2,-6,-0.2,3,1,2,0
1,-4286,-34,0,-0.2,-1,-1,0,-3
0,-7677,-48,-20,-1.4,-9,-1,-2,-3
1,8008,38,39,1.2,10,1,2,3
0,-1984,-26,-32,-0.4,-3,0,-1,0
0,-3238,2,12,-0.8,-7,1,-2,0
0,-4239,-74,-23,-0.8,2,0,-2,-1
0,-119,17,-26,-0.2,-3,-1,-1,-1
1,4319,62,11,0.2,3,1,2,1
1,-1723,44,6,0,-8,-1,-2,0
1,-1466,-32,2,0.2,-2,0,-1,-1
0,277,-12,-5,-0.6,-2,1,0,1
1,6094,-38,17,1,14,-1,-1,2
0,-3610,-10,-37,-0.6,-9,-1,0,-1
0,-7467,-38,-49,-1,-10,-1,0,-2
1,-795,-4,-4,-0.4,0,0,2,0
0,-8140,-58,-6,-1,-7,0,-2,-2
0,4491,20,9,0.2,3,-1,0,2
0,-7796,-31,-4,-0.6,-10,-1,-2,-2
0,-316,-54,-10,-0.2,0,0,0,0
0,-5324,-21,-16,-0.4,-6,-1,-2,-1
0,-6805,-36,-21,-0.8,-7,-1,-2,-2
1,2280,19,-15,0.2,4,1,2,1
1,9176,86,-6,0.8,11,0,-2,2
1,-2147,-26,-6,0,-1,0,-1,0
0,-1789,-45,25,0.4,1,-1,0,-1
0,-3511,-18,-8,-0.4,-4,-1,-1,-1
1,7647,-28,19,0.6,11,1,1,4
0,-4727,-4,-10,-0.4,-7,0,-1,-2
1,-725,-12,22,-0.2,-4,-1,-2,0
0,-2297,-27,18,-0.8,-8,0,0,-1
1,6149,48,18,0.6,7,1,1,1
1,11546,93,48,2,14,1,0,2
1,1705,16,31,0.4,1,1,-1,1
1,4282,-38,6,0.6,9,1,0,1
1,-273,-14,-12,-0.2,1,0,2,0
1,4163,40,-1,0.6,6,1,1,0
0,-3648,23,-9,-0.4,-7,-1,0,-1
0,-12745,-101,-17,-1.8,-19,-1,-2,-2
1,-6252,-59,13,-0.4,-2,-1,-2,-3
0,-8070,-35,-39,-1.2,-12,0,0,-4
0,-9853,-180,-32,-1.4,-9,-1,0,-7
0,-4009,-34,-17,-0.6,-4,1,-1,-1
1,5700,71,4,0.4,5,1,-2,3
1,-879,3,11,-0.4,-6,-1,-1,1
1,8716,25,8,0.8,14,1,1,3
1,749,-2,27,0.2,-1,0,1,1
1,-3598,3,-24,-0.4,-4,-1,0,-1
1,7834,35,6,1,12,1,2,2
1,780,-4,-3,0.2,2,1,-2,1
1,7243,48,36,1.4,13,0,2,1
0,-12235,-110,-22,-1.8,-12,-1,-1,-5
1,4139,28,32,0.8,4,0,2,1
0,-6970,-34,25,-0.6,-10,-1,-1,-2
1,930,-4,18,0,-2,1,0,2
1,3323,37,4,0.6,6,0,1,0
1,2095,4,17,0,-1,1,-1,1
1,2566,-12,-14,0.2,5,0,1,0
1,-2849,-81,23,-0.8,-2,0,1,0
0,-5230,-63,18,-1.4,-12,1,-2,0
0,-1266,-57,8,-0.2,-5,1,-1,0
0,-2199,19,-8,-0.2,-3,-1,-2,-1
0,-2003,-23,1,0,-4,1,-1,-1
1,-4842,-63,16,-0.4,-7,-1,2,-2
0,-4749,-56,-8,-0.6,-5,0,-1,-1
0,-1142,18,0,-0.2,0,-1,-1,0
1,5003,65,1,0.8,8,-1,2,0
1,1043,68,-36,-0.4,-3,0,0,2
1,2923,41,22,0,3,1,-1,1
0,-8931,-98,-1,-1.4,-10,-1,-2,-3
1,8721,119,25,1,6,1,2,3
1,10202,41,-1,0.8,12,1,1,4
1,10809,58,44,1.6,10,1,-1,5
0,4841,-3,2,0.6,7,1,2,1
0,-6724,-82,-15,-1,-4,-1,-2,-3
1,881,-5,23,0,0,-1,1,0
1,-5783,-38,-24,-0.4,-4,-1,-1,-1
0,-5639,-12,-9,-1.2,-10,-1,1,-2
0,3271,16,57,0.8,7,0,1,0
0,1858,39,-33,0.2,1,-1,2,1
0,270,-4,17,0.2,-3,1,2,1
0,-8420,-72,2,-1.6,-10,-1,-1,-3
0,-2879,-13,-7,-0.4,-5,-1,1,1
0,-3821,-3,28,-1,-10,1,-1,0
1,4737,9,14,0.6,9,1,-2,1
0,388,40,-76,-0.6,0,-1,-1,0
0,-5078,19,-11,-1,-8,0,1,-1
0,-7735,-14,-15,-1,-8,-1,-2,-2
1,3305,24,-7,0,1,1,0,2
0,-5346,-52,-31,0,-3,-1,0,-2
0,2180,49,9,0,4,1,0,2
1,1999,14,-7,0.4,5,1,-1,1
0,-4020,-52,-50,-0.6,-3,0,-2,0
0,-5272,-93,5,-1.2,-6,1,0,-2
0,-4513,-100,16,-0.2,-3,-1,2,-2
0,-309,-46,7,0.2,2,-1,-2,0
0,-3543,-87,-13,-0.8,-1,1,1,0
0,-1183,-12,-3,-0.2,-4,0,-1,0
0,-1363,-45,43,0,0,-1,0,-1
0,-1462,-32,-8,0,-4,1,-2,-1
0,-924,17,-12,-0.4,-2,-1,-2,0
0,-7127,-26,5,-1,-10,0,-2,-3
1,1417,-53,-2,-0.4,0,1,1,1
1,5554,40,5,0.8,4,1,0,3
0,-8759,-83,-26,-1.4,-12,0,-2,-1
1,-616,4,-6,0.4,-2,-1,1,-1
1,8848,20,16,1.4,15,0,2,2
1,1645,-25,1,-0.2,3,1,1,2
1,-1523,-23,-11,-0.4,-7,1,-1,1
1,-1920,-24,-14,0,1,1,2,0
0,2457,83,-6,-0.2,2,-1,1,2
1,-2967,1,-15,0,-2,-1,0,-2
1,8278,38,-17,1,15,0,-1,1
0,-5197,-44,-32,-0.8,-7,0,-1,-1
1,-1639,45,-32,-0.6,-5,0,0,1
1,7069,29,-11,0.6,8,1,-1,2
1,2685,59,-10,0,1,1,0,1
1,1015,33,14,-0.4,0,1,2,1
1,1506,48,7,0,1,-1,-1,0
1,4867,45,17,0.4,6,1,-1,1
0,5403,-34,0,0.6,10,1,2,2
1,14941,100,53,2.2,21,1,2,6
1,4960,20,29,0,5,1,1,1
1,3221,25,10,0.2,1,1,0,2
0,-11118,-112,-43,-2,-10,-1,-2,-7
0,-1231,23,-6,-0.2,-2,1,-1,0
0,-1839,9,-6,0,-3,1,-2,-1
0,-3098,-20,-19,-0.2,-5,-1,-1,-1
0,-2517,-26,-10,-0.4,-2,1,-1,0
0,-9351,-33,-34,-1,-13,0,-1,-1
0,466,13,-12,-0.6,-2,1,0,1
0,2412,-32,3,0.4,5,1,0,1
1,-4778,-19,0,-0.4,-5,-1,1,-1
0,-7467,-42,-38,-1.2,-8,-1,-1,-4
1,4009,51,8,0.6,6,-1,2,1
0,-571,38,-35,-0.4,-5,-1,0,1
1,6711,31,-7,0.8,13,1,2,1
0,315,62,-11,0,1,-1,0,0
0,-2902,-59,-18,-0.2,-2,1,-2,-1
1,5358,-6,-12,0.6,10,-1,2,2
0,-11658,-133,-26,-2.6,-8,1,-1,-4
1,6125,43,2,1,10,0,0,1
0,-1798,-17,-2,-0.2,0,0,-1,-1
1,3457,91,-51,-0.2,3,1,1,3
1,-445,-4,4,0.4,-1,-1,-1,0
0,-5659,-3,-21,-1,-10,-1,-2,-1
0,-1050,-46,4,0.2,4,-1,-2,-2
1,14864,150,36,2.2,16,-1,2,7
1,1314,0,19,0.4,-1,1,-1,1
1,1929,30,35,0.8,3,-1,0,0
0,-16,-40,-8,-0.4,1,0,0,0
0,-1074,-16,-13,-0.4,-5,0,-2,1
1,-2839,13,-19,-0.4,-8,-1,-2,0
1,2758,62,40,1,0,1,1,0
1,7516,76,46,1.2,6,1,1,3
0,1229,45,-11,0.2,-2,1,-1,2
0,1991,36,-17,0,4,0,1,1
0,1427,-2,11,0.4,3,1,-2,0
1,8167,33,6,1.2,16,0,0,2
0,-13420,-104,-30,-1.6,-17,-1,-2,-4
1,6019,47,12,1.4,9,1,-1,2
0,-1009,-18,-27,-0.2,1,0,-1,0
0,-4954,-20,-9,-0.2,-4,-1,0,-3
1,267,16,2,-0.2,1,-1,1,0
1,7398,37,9,1,9,1,1,4
0,6447,26,0,0.4,11,0,1,2
0,-4818,-49,-19,-0.8,-9,1,-1,-1
0,1330,0,-8,-0.2,3,0,-2,0
0,210,-15,-17,-0.2,2,1,-1,1
1,-675,-3,8,0,-1,0,1,1
0,199,-28,5,-0.2,1,1,0,0
1,8447,68,9,1.4,8,1,1,8
1,921,-58,-18,0,6,-1,-1,-1
0,-3679,-74,-16,-0.6,-5,1,-2,0
0,-4936,-6,-22,-0.4,-6,0,-2,-1
1,2487,7,-2,0.2,2,0,-1,1
1,-36,-26,19,-0.2,-1,1,1,0
1,3002,2,26,0.4,4,1,2,2
1,371,-13,-6,-0.6,-3,1,-1,1
0,-2518,2,-22,-0.2,-3,-1,0,-1
1,9879,36,44,1.8,17,0,1,4
0,-2624,-17,-41,-0.4,2,-1,-1,-3
1,5627,79,-2,1.2,5,1,-1,2
0,-1393,5,-19,-0.6,1,1,-2,0
1,602,-21,-7,0,-1,1,0,2
1,6346,13,-8,0.4,11,1,2,3
0,-3416,-50,-12,-0.4,-3,-1,1,-1
0,-3532,-27,-53,-1.2,-2,1,1,-1
1,-2892,-38,7,-0.4,-3,-1,1,-1
0,-4336,-12,18,-0.4,-6,0,-2,-2
0,-1823,-78,-10,-0.8,1,-1,-2,-1
1,6887,69,11,0.6,9,-1,2,3
0,-2347,-40,-1,-0.2,-2,-1,1,-1
0,-1798,-18,-7,-0.4,-2,-1,-1,-1
1,3040,16,-18,0.4,1,1,0,3
0,1911,17,10,0.4,-4,-1,-1,1
0,-17104,-203,-38,-3,-16,-1,-2,-11
0,-4087,3,-17,-0.2,-5,-1,-2,-1
0,-4361,-12,-23,-0.6,-7,1,-2,-1
0,-1190,-43,-15,0.2,0,1,-1,-1
1,7674,63,3,0.8,10,-1,0,2
0,-4825,-62,0,-0.2,-8,0,-1,-1
0,-707,19,-14,0.2,-1,-1,2,0
1,1650,4,66,0.2,1,0,1,0
1,3764,61,31,1,3,1,1,1
