blue_win,GoldDiff,MinionDiff,JgMinionDiff,LevelDiff,KillDiff,HeraldDiff,DragonDiff,TowersDiff
0,-5787,-54,-39,-1,-6,0,-1,-1
1,1422,-12,-19,0.4,5,-1,-1,0
0,-383,-14,-26,-0.4,1,1,1,0
0,-1687,7,-1,-0.6,-4,1,-2,0
0,-1404,-42,5,-0.4,-4,0,-1,0
1,5889,45,-4,0.8,8,0,0,1
0,308,10,-7,-0.4,-1,-1,-1,-1
1,1327,5,-19,0.2,-1,1,-1,1
1,-408,16,4,0,0,-1,1,0
1,6671,1,-14,0.2,8,1,-1,1
0,-4610,-39,-24,-0.4,-6,0,0,0
0,-2975,-12,-23,-0.4,-3,1,-1,-1
0,-1083,-19,-25,0,1,0,-1,-1
0,-3315,-61,-23,-0.4,-1,0,-1,-2
0,1407,-16,-19,-0.4,1,1,-1,0
1,7239,52,25,0.6,5,1,-1,3
0,-5242,-57,-27,-0.8,-3,-1,0,-2
1,-941,-3,-5,-0.4,-5,1,-2,1
0,-5686,-121,-8,-1,-3,-1,-2,-3
0,-4010,5,-17,-0.2,-3,-1,-1,-1
0,-5842,-44,-8,-0.8,-2,-1,-1,-2
1,4358,94,-21,0.8,4,-1,-1,1
0,2351,21,50,0.4,-1,0,0,1
0,-605,44,6,0,-3,0,0,-1
1,1936,-52,-11,-0.2,1,1,1,1
1,2976,-1,30,0.6,0,1,0,2
1,-1326,-16,-18,-0.2,-1,0,1,0
1,-1792,-10,-47,-0.2,-4,1,0,1
0,-6925,-50,-11,-0.4,-8,0,-2,-1
1,804,7,22,0.6,0,1,0,0
0,-4243,-17,-25,-0.4,-4,-1,-1,0
1,3194,-14,20,0.6,4,0,2,1
0,-6493,-23,-24,-1.2,-12,-1,-1,-2
0,-2657,-33,-15,-1,-4,1,-2,0
0,-1618,-32,-2,-0.6,-1,1,1,-1
0,-5547,-55,-17,-1,-7,1,-2,-1
1,4354,33,-20,0.2,6,1,-1,1
0,1825,-41,7,-0.4,1,1,-2,2
1,4653,31,11,1,9,1,1,1
1,2228,-63,-11,0,4,0,-1,1
0,1634,-11,-8,-0.4,2,1,-1,2
1,-399,-2,-27,-0.2,-1,-1,2,1
0,-11556,-45,-51,-2.2,-19,-1,-2,-4
0,-989,-39,-9,-0.2,-3,0,2,0
1,8019,41,6,1,8,1,-1,3
0,-6690,28,-33,-0.6,-11,1,0,-1
0,9604,60,28,1.6,16,1,0,3
0,-1,2,-27,-0.4,1,1,0,0
0,1582,-101,21,0,5,1,-2,2
1,6534,-66,8,0.4,11,1,2,3
1,4234,46,29,0.6,1,1,1,1
0,-7137,-56,2,-0.6,-4,-1,-1,-4
0,-5137,4,1,-0.8,-8,1,0,-1
0,-6130,-83,15,-0.6,-10,1,1,-1
1,-1227,-9,-14,-0.4,-2,0,-1,0
0,-2069,-20,7,0,0,-1,1,-2
0,-3585,21,-12,-0.2,-6,-1,2,-2
0,-1363,-57,-2,-0.6,2,-1,1,-1
0,-682,-3,-12,0.2,0,-1,-1,-1
1,4112,-7,16,0.6,4,1,2,1
0,-2590,0,28,-0.2,-4,-1,0,-2
0,-8019,-89,-30,-1.4,-9,1,0,-1
1,-2641,-51,2,0.2,-2,1,0,0
0,1908,36,-23,0,4,-1,2,0
1,1507,32,3,0.2,1,0,-2,0
0,-4057,-38,26,0,-4,-1,0,-3
1,5602,4,9,0.4,8,1,1,3
0,-2577,33,-17,0,-4,0,-2,0
0,-8127,-84,4,-1,-11,-1,0,-2
1,-21,-44,4,0.4,4,-1,2,-1
1,7243,66,-12,1.6,8,1,-1,4
0,-6450,1,-43,-1.2,-10,0,0,-1
1,5084,69,11,0.8,8,0,1,0
0,-2669,19,13,0.2,-3,-1,2,-1
0,1503,-27,-26,-0.4,-1,1,-2,3
1,3935,33,-28,0.4,7,1,-1,0
1,4864,30,-11,0.6,7,-1,1,1
1,8572,65,34,1.4,13,0,0,2
0,-549,-15,2,-0.2,3,-1,2,-1
0,-555,14,4,-0.4,-7,1,-2,1
0,-1906,-26,-9,0,-1,1,1,0
0,2083,28,-26,0,2,1,1,0
0,-2813,14,-20,-0.2,-4,-1,-1,-1
0,-3661,-21,13,-0.8,-5,0,-2,0
1,14575,146,30,1.6,17,1,2,9
0,-1497,4,-29,-0.4,-5,1,-1,1
1,3998,4,27,0.8,5,-1,2,0
1,5146,1,12,0.8,7,1,2,1
1,2259,-31,-4,0.2,4,1,2,1
0,-5247,-5,13,-0.2,-8,1,-1,-1
0,-3720,-42,-12,-0.6,-5,1,0,-1
1,6981,32,1,1,12,0,2,0
1,3392,4,40,0.8,10,-1,1,-1
1,3224,19,3,0.8,4,-1,1,1
0,-6309,-46,-6,-1,-7,0,-2,-1
0,-1348,-90,-38,-1,-1,1,-2,1
0,-105,-60,2,-0.2,-1,1,0,1
1,-618,-16,-17,0.2,2,-1,2,-1
0,-1812,29,-21,0,-5,0,1,0
1,3145,-32,-8,0.4,9,1,1,1
0,-2204,-23,-41,-0.2,-1,0,-2,0
0,-5566,-30,2,-0.4,-10,-1,-1,-1
0,-12,-20,2,-0.2,-3,1,0,2
1,3093,21,12,0.2,3,0,0,1
1,-3424,-5,11,-0.2,-7,1,-1,-1
0,-3171,-18,-8,-0.4,-3,-1,1,-1
0,-818,-22,-24,-0.4,-4,1,0,1
1,-4163,1,9,0.2,-5,-1,-2,-1
1,-1095,44,20,-0.4,-1,-1,0,-1
1,3178,-31,12,0.2,2,0,0,0
0,5661,6,-18,0.6,2,1,2,3
0,-1606,-4,19,-0.2,-3,1,-2,-1
1,4667,33,39,0.6,7,-1,1,2
0,-1457,37,-4,-0.2,-6,-1,-2,0
1,3557,51,-6,1.2,6,-1,-1,0
0,-4146,-3,2,-0.4,-8,-1,-1,-1
0,2897,-41,35,0.6,2,1,-1,1
1,-368,29,-14,0.2,-5,0,-1,0
0,-1865,-12,-5,-1,-8,1,2,1
1,595,56,-29,-0.2,-2,-1,-1,0
0,1340,-21,-11,0,6,1,1,-1
1,8589,66,72,1.6,10,1,1,4
1,1178,-25,13,0.2,6,1,0,0
0,-20,21,-16,0.2,2,-1,1,-1
0,3798,8,-11,-0.2,6,1,2,2
1,-924,-3,-5,0.2,-2,0,0,-1
1,5064,80,-8,0.8,7,-1,1,1
1,-463,19,-31,-0.2,2,-1,2,0
1,2508,-6,-11,0,3,1,1,2
0,1738,2,42,0.2,2,1,-2,0
1,1355,45,10,-0.2,-3,-1,0,1
1,163,-31,-5,-0.4,-2,1,0,0
1,-149,-42,-24,-0.2,3,-1,1,0
1,505,44,4,0,-2,1,2,1
1,7776,89,-4,1,10,1,2,2
0,3664,82,1,0.4,-1,1,-1,2
0,5582,53,2,0.4,6,1,-1,2
1,4072,74,15,0.6,3,0,2,2
1,6306,22,32,1.2,8,1,1,2
1,2123,19,37,0,-2,-1,-1,0
0,-6381,-9,-3,-0.8,-13,1,-2,-1
0,-14898,-102,-69,-2.6,-13,-1,-2,-9
0,-2964,-8,-22,-0.6,-3,-1,1,-1
0,-4833,-59,-41,-1.2,-11,1,0,1
0,-1539,-48,6,-0.4,-3,1,-2,-1
0,327,-14,-11,-0.6,1,1,0,0
1,4297,16,-19,0.4,10,-1,0,0
0,-2803,-54,51,-0.4,-9,1,-2,0
1,-516,-6,-27,-0.6,-3,1,-1,0
1,2249,-37,24,0.2,6,-1,2,0
1,2228,-8,13,0.6,4,-1,1,0
1,-1422,2,2,-0.2,-4,1,-1,0
1,4148,42,-6,0.4,5,0,1,1
1,5004,29,-5,0.6,4,0,-1,1
0,3328,2,-5,0.2,7,1,-2,1
1,-1638,-4,-9,-0.2,-2,-1,-2,0
1,1296,-3,-12,-0.4,1,1,2,1
1,950,-7,-4,0.2,-2,1,-1,1
0,-8508,-34,11,-0.6,-12,-1,-1,-2
1,-3254,9,0,-0.4,-5,1,0,-1
0,-1761,-8,22,0,-6,0,-1,-1
1,1452,11,19,0.4,-2,1,0,1
1,10653,63,-20,1.2,14,1,2,4
0,-1096,-18,-14,-0.4,-2,1,-2,2
0,-1597,17,12,-0.2,-1,-1,1,-1
0,-499,11,4,-0.4,-5,-1,-1,0
0,-2602,-28,-16,-0.4,-3,0,0,0
1,5183,22,25,0.8,6,1,1,1
1,1896,3,-11,0.4,3,0,1,0
1,915,-12,20,0.2,0,-1,2,0
0,1746,-44,5,0,2,1,0,1
0,1696,31,36,0.4,1,-1,2,0
0,-3474,20,-10,-0.4,-8,1,0,0
1,2917,29,-3,0.4,4,1,0,1
1,6685,73,-4,0.6,12,0,0,2
0,-1622,-56,-3,-0.2,0,-1,-1,0
0,4682,10,8,0.6,7,0,0,1
0,-5486,0,-53,-0.8,-12,0,0,0
0,-1882,-29,31,-0.2,-3,1,1,0
1,2502,-38,-3,0.2,6,-1,2,1
1,4300,64,4,0.4,6,1,0,2
1,628,-13,-27,-0.2,1,0,-1,1
0,980,-5,5,0.2,2,1,-2,0
0,-468,17,-2,0.4,0,-1,1,-1
1,3792,-2,19,0,4,1,0,3
1,3772,46,11,0.2,4,1,1,0
1,1539,-44,-17,0.6,9,-1,-1,1
1,-18,-9,9,0.4,3,-1,2,-1
1,2029,27,13,0.4,3,1,2,0
0,2390,19,-30,0.2,10,-1,0,0
1,328,62,-11,0.2,1,1,2,-1
0,-1381,30,10,-0.2,-4,1,2,-1
0,-2627,25,-12,-0.2,-3,-1,-1,-1
1,8806,49,-8,0.8,11,1,1,3
1,10049,114,7,1.6,7,-1,2,6
0,-4414,10,-4,0.2,-2,-1,-2,-4
1,-2002,-15,-14,-0.2,2,-1,2,-2
0,-2079,-61,-29,0,1,0,0,-1
0,-4204,-23,-19,0,-4,-1,0,-2
0,-3923,-77,1,-0.8,-3,1,-2,-1
0,-6432,-80,5,-1,-11,0,-1,-1
1,6735,43,-4,0.2,9,1,0,3
1,260,-60,16,0,2,1,-1,0
1,2535,27,-19,0.4,7,-1,2,0
1,-660,-56,-7,0,-1,0,1,0
0,2964,29,0,-0.4,1,1,-1,2
0,-2001,-31,13,-0.6,-6,1,1,0
0,-8147,-16,-15,-1,-12,0,-1,-2
0,-3115,-32,-27,-0.8,-1,-1,-2,-1
1,3452,55,33,0.4,0,1,-1,1
1,1948,38,0,0.6,1,1,0,1
1,6982,114,-13,1.4,6,1,0,2
0,-1871,-44,12,-0.2,2,-1,0,-1
1,333,-56,29,0,2,-1,0,-1
1,-1806,-25,25,-0.4,-6,0,2,0
1,664,32,36,0.4,-2,-1,1,0
1,7903,24,-2,1.4,16,0,1,2
1,7935,73,47,1.4,10,1,2,1
1,10566,108,37,1.4,10,-1,2,3
1,1410,8,-31,-0.2,2,1,2,2
1,1976,30,5,0.6,6,-1,1,0
1,2873,-19,12,0,4,1,-1,1
1,3680,36,34,0.2,-1,1,0,2
1,7563,54,51,0.6,7,1,2,3
0,-5060,-58,2,-0.4,-8,-1,-2,-2
1,5427,30,-7,0.8,14,-1,-1,1
1,934,43,-14,0.4,8,0,-2,-1
0,-1167,-36,-3,0,3,1,-2,-1
1,526,58,13,0,-4,-1,0,1
1,3874,-13,0,0,3,1,-1,2
0,1188,10,-21,-0.2,1,1,-2,0
1,3718,15,-18,0.6,8,0,2,0
0,-5603,-40,-20,-0.8,-6,-1,-2,-2
1,2667,-6,13,0.4,4,1,0,1
0,-6240,7,-1,-0.8,-9,-1,1,-2
0,-8198,-64,-50,-1.2,-11,-1,-2,-4
1,-659,-28,-11,0,2,1,-2,-1
0,-1459,3,-39,0,-3,1,0,0
0,-5845,-71,14,-0.8,-11,-1,-2,0
1,1215,2,1,0.6,-1,0,-1,1
1,3694,37,8,0.4,5,1,2,1
0,-2064,47,-25,0,-2,1,0,0
0,-2949,-62,18,-0.4,-1,0,2,-1
0,-569,1,-12,0,0,1,0,-1
0,955,8,15,0.2,0,0,1,0
0,-4772,12,-30,-0.2,-4,-1,-2,-3
0,-4828,36,-20,-0.4,-9,-1,0,-1
1,1635,-36,-21,0.4,7,1,0,1
0,-3333,-32,-9,-1,-5,0,1,-1
1,-3662,-29,36,-0.6,-6,1,1,0
0,-5076,-34,6,-1,-11,0,0,-1
0,-4287,-27,-30,-0.4,-4,0,2,-1
1,556,27,-29,0.4,2,-1,1,0
1,1513,-26,-1,0.2,10,-1,0,-1
0,-1078,-5,-1,-0.4,-1,1,0,0
0,-10132,-124,-10,-1.8,-7,-1,-1,-4
0,-906,-41,-4,-0.4,-1,0,-1,0
0,2470,-5,7,-0.2,2,1,1,1
1,1589,-27,16,0,2,1,-1,1
0,-571,33,-32,-0.4,-3,-1,1,0
0,1475,19,1,0.4,-1,0,-2,1
1,4963,37,12,0.2,6,1,2,2
0,-513,-40,12,-0.4,3,-1,1,-1
1,-759,6,-10,0.4,2,-1,-2,-1
1,3719,-32,-19,0.4,5,1,-1,1
0,-1562,-19,-17,-0.2,-6,1,-1,1
0,746,5,-32,-0.4,3,1,0,1
1,352,-19,-12,0,-1,0,-1,1
1,3852,50,47,0.6,2,1,2,1
1,8428,71,0,1,10,1,-1,3
1,-2062,4,-7,-0.2,-6,-1,-1,-1
1,-2641,-82,17,-0.2,-1,1,0,-2
1,3896,19,10,0.2,1,0,0,1
1,2140,-18,-5,0.2,4,0,0,1
0,2026,28,8,0.4,0,-1,-2,1
1,-1935,7,-8,0.2,1,1,2,-1
1,-835,19,-22,-0.2,1,-1,2,-1
1,3490,47,13,0.4,7,-1,0,1
0,1193,35,-64,-0.4,2,0,-1,2
0,1166,61,16,0.6,1,-1,0,0
1,1979,-20,-6,0.2,2,1,-1,0
0,-5885,-44,-28,-0.8,-8,-1,0,-1
1,1903,62,-12,-0.2,0,0,-1,1
0,85,41,9,-0.4,-4,1,-1,1
1,1689,26,-8,0,1,0,-1,1
0,-1836,19,-13,0,-1,-1,-1,0
1,-246,16,34,-0.4,-1,1,1,-1
0,-1050,14,8,-0.2,-2,0,0,0
1,3909,82,-11,1,6,0,1,1
1,1684,0,3,0.2,4,1,2,1
1,63,-22,-14,-0.4,-3,1,0,1
1,5029,17,-19,0.2,12,1,2,1
0,-2498,-60,-19,0,-2,-1,-1,0
0,-8844,-94,18,-1.4,-7,1,-1,-7
0,1782,-33,-23,-0.4,-3,1,-2,1
0,-789,-15,23,-0.2,-3,0,0,0
0,204,9,-1,-0.6,4,-1,-1,1
0,-9166,-76,-48,-1,-5,-1,-2,-4
0,255,1,-18,0,-2,1,1,0
0,-5180,-66,-7,-0.2,-3,-1,-2,-3
0,2868,47,-33,0.4,5,1,-2,0
0,-4498,-109,-6,-1,-4,-1,-2,0
0,-7633,-40,-42,-0.8,-3,-1,-1,-3
1,3004,-9,21,0.2,6,0,1,1
0,-212,-39,-16,-0.2,0,0,2,0
0,-59,41,-13,-0.4,-1,1,0,1
1,1076,9,8,0.2,2,1,-1,1
1,-102,-58,21,0.4,1,-1,0,0
1,-262,-8,1,-0.4,-2,1,0,0
0,2425,34,36,0.4,1,1,-1,1
1,7308,-36,19,1,14,1,2,2
0,-894,-37,-2,0,2,0,-1,0
1,6211,56,-13,0.4,7,1,2,3
1,4730,87,-7,0.6,4,-1,2,2
0,-5202,-5,-27,-1.2,-14,-1,-2,0
1,2156,-38,49,0.4,2,1,1,0
0,-11739,-117,-64,-1.6,-6,-1,-1,-6
0,-1118,40,4,-0.2,-5,0,-1,0
0,-8609,-107,-14,-1,-10,-1,-1,-2
1,-483,-19,24,0,3,-1,1,-1
1,8075,-2,39,0.8,6,1,1,3
0,-7852,-51,-41,-0.4,-11,-1,-2,-4
0,-6229,-48,-45,-1.2,-6,-1,-2,-2
0,-5240,-50,5,-0.6,-7,0,-2,-3
0,-4277,5,-12,0,-7,-1,2,-1
0,-1291,-7,-1,-0.6,1,1,-2,-1
1,597,-40,-3,0.2,3,0,2,0
1,7044,93,37,1.2,10,-1,2,2
0,5707,0,-9,0.2,8,1,1,2
1,7623,74,-1,1.2,6,1,-1,4
0,-6592,-60,-9,-0.6,-10,-1,-1,-3
0,2580,2,-26,-0.6,-4,1,-2,2
0,-2071,-29,-17,-1,-2,-1,-1,0
0,3132,37,-8,0.4,5,-1,2,0
1,4778,36,8,0.4,7,1,2,2
1,-2542,40,-6,-0.2,-4,0,0,0
0,-54,-2,-12,-0.4,1,1,-2,0
0,4939,0,15,0.6,5,1,0,2
1,5520,18,21,0.6,9,-1,1,2
0,-2328,29,25,0,-5,-1,-2,-1
0,3687,-30,-9,0,3,1,-2,2
1,6161,18,35,0.6,5,1,-1,1
0,-10027,-88,-24,-1.2,-14,-1,-2,-4
1,1163,-58,-4,-0.2,0,1,-1,1
0,-4450,8,-15,-0.8,-7,-1,-1,-1
1,10055,96,18,1.2,13,1,-1,4
0,427,10,5,0,0,0,-1,0
0,-1989,-11,23,-0.4,-1,1,0,-1
0,555,-79,0,-0.4,2,1,0,1
0,-3841,-21,-37,-0.2,-3,-1,-1,-1
1,2539,17,-15,0.4,4,1,0,1
1,2244,12,39,0.4,2,1,2,1
1,2781,62,-27,0.2,3,0,-2,0
0,-3229,5,11,-0.8,-8,-1,-2,-1
1,106,2,-1,0,0,1,0,0
1,-933,-17,40,0.4,1,-1,1,-1
1,3086,9,18,0,5,1,2,1
1,6432,46,50,1,4,1,1,3
0,-2745,-9,-27,-0.8,-7,0,0,1
1,1320,-17,-16,0.2,7,-1,1,-1
0,-3749,-51,-4,-0.6,-3,0,-1,-1
1,6146,2,36,1,11,1,0,1
1,5831,66,-8,0.4,8,1,1,2
1,-3767,7,9,-0.2,-5,0,2,-1
0,1432,-4,7,0,0,-1,0,1
1,2252,13,-3,0.4,5,-1,2,1
1,2844,-26,25,0.6,5,1,-1,1
1,11897,84,17,1,12,1,1,6
0,-8869,-9,-35,-0.8,-13,-1,-1,-3
0,-3225,-56,-24,-0.2,-5,1,-2,-2
0,6015,55,6,0.6,7,0,1,2
1,661,30,19,-0.4,-3,1,-1,2
0,1661,-19,-20,0,3,1,-2,0
1,7392,91,9,0.8,3,1,-1,3
0,-5318,-46,-18,-0.6,-4,-1,1,-2
0,2170,27,-10,-0.2,0,1,2,2
1,-6482,-13,-17,-0.4,-9,-1,0,-3
0,-3744,-16,-4,-0.4,-4,-1,0,-1
1,1911,35,-21,0.8,5,-1,1,1
1,8219,73,-18,1.2,14,0,-1,0
0,-6559,-97,-25,-1.6,-8,-1,-2,-1
1,-1151,19,1,-0.2,-5,0,1,0
0,361,18,-28,-0.4,0,1,-2,1
1,8452,102,-5,1.6,11,0,0,1
1,-717,-2,-20,0,3,0,2,0
1,-638,47,23,0.4,0,-1,1,0
0,-474,28,-4,-0.4,-1,-1,-2,-2
0,-486,9,-6,0,-2,-1,-2,0
1,2556,13,7,0.2,5,1,1,1
1,7699,112,28,1,5,1,2,3
0,-5367,-8,-1,-0.6,-9,-1,-2,-2
1,3229,18,3,0.6,7,0,0,0
1,4318,36,-5,0.4,5,1,1,3
0,-3611,4,6,-0.4,-7,-1,0,-1
0,-1719,-27,-9,-0.2,-6,-1,0,1
0,-3846,-37,-39,-0.4,-3,0,-2,-1
1,2824,14,-15,0,6,0,0,0
1,2025,-5,-11,-0.2,1,-1,0,0
1,10467,111,7,1.4,13,0,2,3
1,4432,-35,25,0.4,7,1,1,1
1,2454,22,-4,0.2,3,1,1,0
0,-4876,14,-47,-0.4,-3,-1,-2,-2
1,613,44,-31,0,-2,-1,0,0
0,-5129,-23,4,-0.6,-6,1,-2,-2
0,-8221,-119,-14,-1.4,-11,-1,-2,-2
1,3809,-10,3,0.4,3,1,0,3
1,-336,-15,20,0.2,3,1,0,0
1,2148,8,19,0.6,7,1,2,0
1,500,-7,10,0,0,0,2,0
1,-2567,-20,-38,-0.2,-3,-1,0,-1
1,2204,14,-20,0,2,-1,-2,0
0,1488,27,-2,0.2,4,-1,-1,0
0,-3319,-32,-15,-0.8,-4,0,-1,0
0,-2286,-14,-21,-0.8,-5,0,1,0
1,-1607,-22,11,0,-2,0,-2,-1
1,6421,55,10,1,5,1,0,3
1,2171,45,-16,0.6,7,-1,1,0
1,4685,44,18,0.6,7,-1,1,2
0,1126,-21,32,0.4,3,0,0,0
0,-5928,-44,23,-1.2,-13,1,-2,0
0,-999,29,-9,0,-2,-1,0,0
0,927,4,-21,-0.2,2,1,2,0
0,-1408,8,-32,0,2,-1,-2,-1
1,-2085,13,1,0,-2,-1,0,-1
0,5045,7,4,0.8,7,1,-1,1
0,2932,10,45,0.4,3,1,2,1
0,-10446,-22,-69,-2,-13,-1,-2,-3
1,7509,2,1,0.8,14,1,0,2
0,-10075,-104,-9,-1.4,-14,-1,-1,-4
0,-3343,-82,13,-0.6,-5,1,2,-1
1,-5263,-54,-21,-0.4,-4,-1,1,-2
1,-2025,8,32,-0.2,0,-1,0,-2
0,1152,-43,-8,0,4,-1,1,1
1,4634,-1,-5,0.8,9,0,0,0
1,5412,23,33,1,6,1,2,2
0,-3269,-99,-11,-1,-8,1,-1,1
0,-6212,-37,-11,-1.4,-11,1,-2,-1
1,-83,-2,-33,-0.4,2,1,2,1
0,2521,7,-11,-0.6,3,1,1,0
1,7762,26,57,1.2,9,1,2,3
0,-254,-4,17,-0.4,-7,1,-2,1
1,2760,-4,17,0.6,7,-1,2,0
1,-3253,-77,9,0,-2,-1,0,-1
0,-6362,-41,-28,-0.8,-11,-1,-2,-1
1,-3842,8,-5,0,-6,1,-2,-2
0,1857,11,-21,0.2,3,1,-1,1
1,-3402,-38,-12,-0.2,-5,1,-2,-1
0,-7022,-76,30,-1,-9,-1,0,-2
1,3415,-34,-12,0.4,7,0,0,0
0,-1309,50,-29,-0.4,-2,0,-1,0
0,746,-37,11,0,-1,1,-1,-1
1,895,40,-8,0.4,6,0,0,-2
0,-9365,-65,-81,-1.4,-12,-1,-1,-2
1,2364,19,9,0.6,4,-1,0,0
0,5078,51,-4,0.8,6,-1,1,1
0,-9015,-87,-43,-1.4,-12,-1,-2,-2
1,-247,-24,-4,-0.2,-2,1,0,1
0,6,-7,-1,-0.2,2,-1,0,0
1,779,8,3,-0.2,-1,1,0,1
1,6047,48,26,0.8,7,1,2,2
0,-2425,28,12,-0.4,-8,0,-2,0
1,1527,-69,26,0.4,6,1,0,0
1,4106,30,12,0.4,6,-1,0,0
1,5642,104,11,0.8,4,1,1,2
0,-1727,70,4,-0.4,-5,0,-1,0
0,3161,39,-3,0.6,5,1,0,3
1,21,-17,-18,-0.4,0,1,0,1
0,-2086,-47,-33,-0.6,-2,-1,1,-1
1,3746,19,3,0.2,5,1,0,1
0,-2091,24,-26,-0.8,-3,-1,-2,-2
1,8451,91,33,1.2,6,1,1,3
1,6711,25,26,0.8,4,1,1,3
0,-148,-57,-2,0.4,9,-1,-1,-2
0,10,-62,-2,-0.4,-1,1,0,1
1,3407,41,12,0.8,6,-1,1,1
0,-2989,15,-30,-0.6,-6,-1,-2,-1
1,4849,6,-4,0,5,0,-2,2
1,2105,25,20,0.4,3,1,0,-1
0,-10950,-99,12,-1.4,-7,1,-1,-7
1,4214,-12,16,0.2,5,-1,1,2
0,377,-7,-24,-0.2,4,1,-1,1
0,-4537,-34,-30,0,-5,-1,-1,-1
0,-3164,-7,-25,-0.4,-1,-1,-2,-1
1,4694,-9,52,0.8,3,1,-1,1
1,1185,33,-30,-0.4,-1,1,1,1
0,-6431,-34,-5,-0.8,-8,-1,2,-1
0,-5170,-31,-11,-0.4,-5,-1,0,-2
0,-1821,-54,25,0.2,-3,0,-2,-1
0,-4012,-44,-14,-0.8,-4,-1,-1,-1
0,-1134,-19,-11,-0.8,1,1,-2,0
1,7121,-4,40,1.4,11,1,2,2
0,-133,-15,14,-0.8,-7,1,-2,1
0,-4723,-63,6,-0.4,-5,-1,-1,-2
0,-5171,-78,-16,-0.8,-6,-1,0,-2
1,5975,32,15,1,13,1,1,1
1,2948,28,-14,0.4,5,-1,1,1
1,3830,-19,-25,0.2,7,1,-2,1
0,612,22,22,-0.2,-4,1,0,0
1,7196,49,23,0.4,11,1,2,2
1,2806,77,-1,0.4,5,0,0,0
0,-1819,19,-4,-0.4,-4,1,-1,-1
0,-6734,-52,24,-0.4,-9,1,1,-2
1,2135,11,22,0.6,1,-1,1,1
1,1760,-14,-33,0,6,-1,0,1
0,86,24,-4,0,1,-1,1,0
0,-4188,-22,-20,-0.6,0,0,1,-2
0,-10594,-88,-17,-1.8,-16,-1,-2,-4
1,2570,-16,2,0,1,1,0,3
1,9058,80,16,1.2,9,1,1,3
1,-2090,-83,34,0.4,3,-1,-2,-2
1,6614,21,4,1.4,12,-1,1,2
0,-4589,-32,6,0,-7,-1,-2,-2
1,-1854,-63,24,-0.2,2,0,1,-1
0,749,-24,6,0.4,5,0,0,-1
0,122,-19,8,0.6,0,1,0,0
0,-64,-38,23,0.2,-2,0,0,0
0,845,-30,-16,0.2,4,-1,-2,-2
0,613,-1,20,0.6,0,-1,-2,0
1,3346,0,16,0.6,4,-1,0,1
0,-4170,-55,-27,0.2,0,-1,-2,-3
1,139,-6,-8,0.2,1,-1,-1,0
0,-3000,-29,-4,-0.2,-4,1,-2,-1
0,-3002,-25,-5,-0.6,3,0,1,-1
1,4266,10,2,0.4,3,-1,1,2
0,-117,-7,-9,-0.2,-1,1,0,3
1,22,25,6,0,-1,0,-2,-1
0,-2622,-9,5,-0.4,-5,1,-2,-2
0,-3784,60,-9,-0.4,-8,-1,-2,-1
0,-3096,-11,11,-0.2,-6,-1,-2,-1
0,-5073,-45,-36,-1.2,-8,1,0,0
1,-3266,-51,16,-0.4,-3,1,-1,-1
1,2070,-36,22,0.2,4,1,2,1
0,-5260,-25,-37,-0.4,-6,-1,-1,-5
0,-3530,23,18,-0.6,-7,-1,-2,-2
0,-10549,-65,-25,-1.8,-13,-1,-2,-2
0,-5857,-90,41,-0.6,-9,1,-1,-2
0,-848,-46,0,0.4,2,0,2,0
1,7433,95,6,0.8,5,0,1,3
0,-5110,2,14,-0.6,-9,1,1,-2
1,-823,14,-2,-0.4,-6,1,-2,0
1,-2208,-10,-3,-0.2,0,-1,2,0
0,-940,38,-23,-0.2,0,1,0,0
0,3181,16,3,0.4,6,0,-1,0
1,8960,69,45,1.6,16,0,2,1
1,561,47,-20,0.6,-1,-1,-2,0
1,5796,0,17,0.4,9,1,0,2
0,-5729,-6,-32,-0.4,-5,-1,-2,-2
0,-1904,24,25,-0.6,-8,1,-2,0
0,-3499,-14,-8,-0.4,-5,-1,2,0
1,2901,-31,6,0.2,5,1,2,0
1,3445,18,23,0.4,0,1,2,1
0,-2602,-38,6,-0.2,-1,-1,0,-1
0,-1836,-38,-32,-0.2,3,1,1,0
1,3575,11,-3,0.2,5,1,0,1
0,-3223,-37,11,-0.2,-2,-1,0,-1
1,4961,-3,52,1,10,1,2,1
1,1442,63,-26,0.4,2,-1,0,1
1,5473,-25,-6,0.8,11,-1,2,2
0,-934,24,-32,-0.6,-1,-1,2,-1
0,-7540,-33,6,-1,-12,-1,-2,-3
0,-4675,-32,30,-0.4,-11,1,-2,-3
1,3785,31,-15,0.6,7,-1,0,1
0,284,30,-52,-0.2,0,-1,2,1
1,3661,10,15,0.2,2,-1,1,1
0,-1751,57,-16,0,-3,-1,-1,0
1,1072,16,-19,-0.2,3,0,2,0
1,607,24,-18,-0.6,-8,1,-2,2
1,462,-68,9,0,4,1,-1,0
0,-2743,-74,28,0.2,-2,-1,0,-1
0,1798,-15,-23,-0.2,2,0,1,1
0,-5361,3,-2,-0.8,-11,0,0,-1
0,-3861,-30,18,-0.6,-5,-1,0,-2
0,-2809,-17,23,-0.2,-4,0,2,-1
1,-5276,-52,-8,-0.2,-2,-1,2,-4
1,-838,19,-19,0.2,-3,0,0,0
0,-4460,-11,-2,-0.2,-9,-1,-1,-1
0,-3524,24,-51,-0.2,-4,-1,-2,0
1,3178,26,7,0.6,-1,1,0,2
0,-2857,2,-1,-0.6,-7,1,1,0
